pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,st_spectype,pl_period,pl_orbsmax,pl_rade,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,ra,dec,sy_dist
Kepler-1719 b,Kepler-1719,1,1,Transit,2021,Kepler,,6.14955615,0.0674,3.47,0,649.26,1287,5687,1.77,1.08,284.7068546,38.9367566,905.406
Kepler-1720 b,Kepler-1720,1,1,Transit,2021,Kepler,,12.70637048,0.1043,3.17,0,57.71,703,5573,0.84,0.94,296.8086813,47.1718557,629.445
Kepler-1721 b,Kepler-1721,1,1,Transit,2021,Kepler,,4.59239084,0.052,2.57,0,174.53,927,5351,0.8,0.89,283.5441984,45.2256548,641.374
Kepler-1722 b,Kepler-1722,1,1,Transit,2021,Kepler,,9.17858057,0.0815,2.33,0,77.93,758,5500,0.8,0.88,296.6627402,41.2611985,772.283
Kepler-1723 b,Kepler-1723,1,1,Transit,2021,Kepler,,39.7529915,0.2249,2.8,0,24.54,568,6072,1.01,0.96,294.4627362,46.8214022,811.278
Kepler-1724 b,Kepler-1724,1,1,Transit,2021,Kepler,,6.45443154,0.0683,2.465,0,234.98,999,6092,0.94,1.02,296.1207272,47.9214736,1060.77
Kepler-1725 b,Kepler-1725,1,1,Transit,2021,Kepler,,16.71987223,0.1334,2.445,0,74.26,749,6108,1.08,1.13,294.3735518,40.1946345,558.652
Kepler-1726 b,Kepler-1726,1,1,Transit,2021,Kepler,,18.3962895,0.1295,2.455,0,37.34,630,5391,0.84,0.865,284.3861498,45.7197342,390.552
Kepler-1727 b,Kepler-1727,1,1,Transit,2021,Kepler,,9.02930689,0.0796,2.72,0,77.75,757,5349,0.82,0.82,290.3336142,38.7282722,894.187
Kepler-1728 b,Kepler-1728,1,1,Transit,2021,Kepler,,4.783003285,0.0535,2.76,0,145.48,886,5170,0.81,0.89,287.0940046,39.0607801,651.783
Kepler-1729 b,Kepler-1729,1,1,Transit,2021,Kepler,,4.22096715,0.0419,2.76,0,30.63,600,3861,0.52,0.55,296.6939428,42.6261145,576.181
Kepler-1730 b,Kepler-1730,1,1,Transit,2021,Kepler,,13.81020094,0.1131,4.675,0,113.75,833,5942,1.14,1.01,281.9605834,43.7030386,1427.08
Kepler-1731 b,Kepler-1731,1,1,Transit,2021,Kepler,,21.76129394,0.1369,2.505,0,14.49,498,4919,0.72,0.72,291.2544229,36.7434302,169.948
Kepler-1732 b,Kepler-1732,1,1,Transit,2021,Kepler,,32.3123975,0.2015,2.94,0,27.05,582,5905.865,1.17,1.04,292.2910129,37.5807686,1289.41
Kepler-1733 b,Kepler-1733,1,1,Transit,2021,Kepler,,9.22958009,0.0886,2.335,0,200.2,959,6363,1.1,1.17,291.1384628,37.8592447,2080.51
Kepler-1734 b,Kepler-1734,1,1,Transit,2021,Kepler,,6.796851865,0.0714,2.12,0,222.91,985,6061,0.97,1.05,294.163167,41.4517316,1482.83
Kepler-1735 b,Kepler-1735,1,1,Transit,2021,Kepler,,7.71792296,0.0623,0.92,0,15.01,502,3939,0.52,0.54,281.0503476,47.1882005,245.303
Kepler-1736 b,Kepler-1736,1,1,Transit,2021,Kepler,,37.81019115,0.2188,2.44,0,24.27,566,6085,0.97,0.98,289.7766991,38.2622374,1430
Kepler-1738 b,Kepler-1738,1,1,Transit,2021,Kepler,,7.67465618,0.0781,2.415,0,198.67,957,6063,1,1.08,296.1313474,47.4388098,1302.87
Kepler-1739 b,Kepler-1739,1,1,Transit,2021,Kepler,,7.34372823,0.0698,1.9,0,116.52,838,5734,0.77,0.86,296.2320536,47.6788626,783.666
Kepler-1740 b,Kepler-1740,1,1,Transit,2021,Kepler,,8.17242331,0.0818,3.5365,0,167.74,918,5726.79,0.93,1.03,293.873663,38.9224548,1061.77
Kepler-1741 b,Kepler-1741,1,1,Transit,2021,Kepler,,2.75759006,0.0301,1.17,0,39.68,640,3712,0.46,0.48,292.577073,39.120939,270.739
Kepler-1742 b,Kepler-1742,1,1,Transit,2021,Kepler,,49.47815475,0.2583,1.95,0,10.75,462,5767,0.85,0.94,286.9668086,44.9924315,669.573
Kepler-1743 b,Kepler-1743,1,1,Transit,2021,Kepler,,7.649716605,0.0814,1.6895,0,592.33,1258,5720,2.02,1.23,290.5523552,48.1262575,538.807
Kepler-1744 b,Kepler-1744,1,1,Transit,2021,Kepler,,37.101107,0.2093,3.42,0,18.95,532,5986,0.85,0.89,291.0206823,42.4624633,1091.63
Kepler-1745 b,Kepler-1745,1,1,Transit,2021,Kepler,,3.01618319,0.0417,1.67,0,684.98,1305,6013,1,1.03,293.4689924,42.8223582,996.105
Kepler-1746 b,Kepler-1746,1,1,Transit,2021,Kepler,,321.2125073,0.8767,5.92,0,1.21,268,6018,1.17,1.09,288.3203979,42.2613874,979.541
Kepler-1747 b,Kepler-1747,1,1,Transit,2021,Kepler,,6.23033032,0.066,4.11,0,138.33,875,5477,0.86,0.98,284.2096557,45.258082,1321.38
Kepler-1748 b,Kepler-1748,1,1,Transit,2021,Kepler,,5.82349237,0.0615,2.7115,0,196.33,955,5774,0.86,0.92,285.967897,45.7390789,1083.28
Kepler-1749 b,Kepler-1749,1,1,Transit,2021,Kepler,,14.53410194,0.0978,1.38,0,7.96,428,4023,0.57,0.59,290.2945805,45.5645196,268.2
Kepler-1750 b,Kepler-1750,1,1,Transit,2021,Kepler,,205.912082,0.6469,4.83,0,1.84,297,5680.5,0.935,0.96,292.3514917,48.5110714,1497.33
Kepler-1751 b,Kepler-1751,1,1,Transit,2021,Kepler,,7.01734994,0.0712,1.585,0,221.46,984,6052,0.97,0.97,284.8465476,49.6923412,1291.47
Kepler-1752 b,Kepler-1752,1,1,Transit,2021,Kepler,,56.35901115,0.2698,5.15,0,7.29,419,5446,0.82,0.82,290.8541401,51.2227435,962.888
Kepler-1753 b,Kepler-1753,1,1,Transit,2021,Kepler,,16.00457039,0.1179,2.255,0,27.94,586,5178,0.77,0.85,288.236664,46.6058744,707.688
Kepler-1754 b,Kepler-1754,1,1,Transit,2021,Kepler,,8.19593235,0.0718,2.2,0,48.2,672,4723,0.75,0.73,295.4570818,50.0771838,718.945
Kepler-1755 b,Kepler-1755,1,1,Transit,2021,Kepler,,24.810952,0.1668,4.4,0,37.43,631,6086,0.92,1,296.846092,40.1385777,982.383
Kepler-1757 b,Kepler-1757,1,1,Transit,2021,Kepler,,19.65643662,0.1331,2.695,0,21.62,550,5284,0.74,0.83,297.7397823,46.9418957,807.308
Kepler-1758 b,Kepler-1758,1,1,Transit,2021,Kepler,,9.97726191,0.089,1.545,0,93.64,793,5806,0.87,0.98,297.7968197,39.9213378,1588.41
Kepler-1759 b,Kepler-1759,1,1,Transit,2021,Kepler,,3.72020708,0.0429,1.01,0,195.7,954,5017,0.8,0.76,298.4656275,48.5593334,385.348
Kepler-1761 b,Kepler-1761,1,1,Transit,2021,Kepler,,4.04355143,0.0391,0.99,0,27.05,582,3802,0.51,0.53,284.1329728,49.1426325,221.186
Kepler-1762 b,Kepler-1762,1,1,Transit,2021,Kepler,,29.53911673,0.2048,2.74,0,68.88,735,6572,1.27,1.3,290.4931471,39.7855117,1663.74
Kepler-1763 b,Kepler-1763,1,1,Transit,2021,Kepler,,1.48028059,0.0257,0.98,0,2597.27,1821,5897,1.26,1.03,294.1130368,40.3628861,756.486
Kepler-1764 b,Kepler-1764,1,1,Transit,2021,Kepler,,70.4680988,0.351,3.57,0,16.48,514,6458,1.14,1.16,293.8799047,41.3938374,1542.48
Kepler-1765 b,Kepler-1765,1,1,Transit,2021,Kepler,,10.41890368,0.0917,2.82,0,126.48,855,5692,1.06,0.95,298.0144601,42.9574314,764.456
Kepler-1766 b,Kepler-1766,1,1,Transit,2021,Kepler,,105.0143466,0.4237,1.89,0,6.7,410,5855,1.07,0.92,294.2772343,46.6752351,501.229
Kepler-1767 b,Kepler-1767,1,1,Transit,2021,Kepler,,59.6590611,0.271,2.9,0,4.82,378,5296,0.7,0.88,293.6441248,46.9896696,820.506
Kepler-1768 b,Kepler-1768,1,1,Transit,2021,Kepler,,15.13590688,0.1274,2.54,0,179.19,933,6048.5,1.56,1.21,299.9572335,44.7718851,632.766
Kepler-1769 b,Kepler-1769,1,1,Transit,2021,Kepler,,89.1934836,0.3961,3.58,0,11.31,468,6225,1.13,1.06,294.7433755,43.4611633,438.412
Kepler-1770 b,Kepler-1770,1,1,Transit,2021,Kepler,,16.84191096,0.1261,2.95,0,56.43,699,5602,1.01,0.94,299.2502851,43.4103663,582.942
Kepler-1771 b,Kepler-1771,1,1,Transit,2021,Kepler,,88.64411895,0.3846,2.505,0,5.43,389,5815.31,0.885,0.97,292.0134714,49.0191267,565.752
Kepler-1772 b,Kepler-1772,1,1,Transit,2021,Kepler,,3.21510634,0.044,2.69,0,2365.66,1779,5680.5,1.99,1.045,289.4381201,39.2703594,871.564
Kepler-1773 b,Kepler-1773,1,1,Transit,2021,Kepler,,40.80957483,0.2406,2.88,0,31.05,602,6136,1.26,1.135,286.2232284,38.2581676,681.255
Kepler-1774 b,Kepler-1774,1,1,Transit,2021,Kepler,,59.7711433,0.3096,2.88,0,17.53,522,6214,1.12,1.1,288.5743991,40.9886069,816.592
Kepler-1775 b,Kepler-1775,1,1,Transit,2021,Kepler,,85.65374245,0.3897,2.21,0,8.08,430,5994.095,1.135,1.075,286.4023452,38.7385674,657.023
Kepler-1776 b,Kepler-1776,1,1,Transit,2021,Kepler,,35.01194438,0.2142,2.406,0,32.38,608,6153.085,1.11,1.07,291.5344017,47.0424958,690.336
Kepler-1777 b,Kepler-1777,1,1,Transit,2021,Kepler,,12.18416331,0.1099,4.27,0,397.48,1139,6028.5,1.46,1.09,290.3286455,37.7231188,619.146
Kepler-1778 b,Kepler-1778,1,1,Transit,2021,Kepler,,10.08746035,0.0975,2.9685,0,197.01,955,6310,1.09,1.14,287.3612976,43.7388,1276.29
Kepler-1779 b,Kepler-1779,1,1,Transit,2021,Kepler,,16.34356447,0.1218,2.5,0,41.06,646,5677,0.895,0.975,300.4174607,45.6054854,908.501
Kepler-1780 b,Kepler-1780,1,1,Transit,2021,Kepler,,109.4449832,0.423,3.21,0,2.74,328,5455.5,0.835,0.87,294.0839282,42.8095104,790.516
Kepler-1781 b,Kepler-1781,1,1,Transit,2021,Kepler,,4.88753334,0.0572,2.5,0,231.29,995,5553,0.94,1.04,291.7114906,42.3415097,962.63
Kepler-1782 b,Kepler-1782,1,1,Transit,2021,Kepler,,5.75624255,0.0581,2.455,0,114.43,834,4931,0.74,0.79,280.926162,44.0878036,305.792
Kepler-1783 b,Kepler-1783,1,1,Transit,2021,Kepler,,8.27744313,0.077,2.38,0,331.35,1088,5129,1.78,0.89,297.0210984,41.3771655,264.078
Kepler-1784 b,Kepler-1784,1,1,Transit,2021,Kepler,,13.59052274,0.1072,2.9995,0,64.8,724,5442,0.97,0.89,297.9541684,44.6674491,883.045
Kepler-1785 b,Kepler-1785,1,1,Transit,2021,Kepler,,19.58557219,0.1382,3.405,0,47.07,668,5852.5,0.97,0.92,295.7921797,47.6000699,745.74
Kepler-1786 b,Kepler-1786,1,1,Transit,2021,Kepler,,78.5461106,0.3656,2.63,0,8.39,434,5906.5,1.095,1.05,292.5877743,38.5219827,863.909
Kepler-1787 b,Kepler-1787,1,1,Transit,2021,Kepler,,39.3135699,0.227,2.14,0,20.04,540,6060,0.93,1.01,289.0643042,47.1174041,778.602
Kepler-1788 b,Kepler-1788,1,1,Transit,2021,Kepler,,2.80011812,0.0343,1.98,0,197.81,956,4786,0.7,0.69,291.2243829,45.7780993,560.445
Kepler-1789 b,Kepler-1789,1,1,Transit,2021,Kepler,,80.23186333,0.3564,3.44,0,5.87,397,5575.5,0.89,0.94,282.8631419,41.7966332,611.461
Kepler-1790 b,Kepler-1790,1,1,Transit,2021,Kepler,,31.5888952,0.2039,2.02,0,31.79,606,6108,1.2,1.13,294.5668577,46.0757312,1070.17
Kepler-1791 b,Kepler-1791,1,1,Transit,2021,Kepler,,7.72085047,0.0758,2.08,0,317.66,1077,6170,1.18,0.975,284.4903166,42.6482636,602.218
Kepler-1792 b,Kepler-1792,1,1,Transit,2021,Kepler,,4.19577538,0.0488,3.03,0,283.78,1047,5229,1,0.88,294.8400788,39.0859757,601.029
Kepler-1793 b,Kepler-1793,1,1,Transit,2021,Kepler,,8.779963915,0.0786,2.91,0,61.46,714,5190,0.77,0.845,291.9129477,40.9539265,1189.88
Kepler-1794 b,Kepler-1794,1,1,Transit,2021,Kepler,,9.76294252,0.0821,1.95,0,57.59,703,5052,0.82,0.77,300.6196594,45.7888068,561.229
Kepler-1796 b,Kepler-1796,1,1,Transit,2021,Kepler,,29.4557154,0.1879,2.21,0,30.3,598,6036,0.95,1.02,301.5430397,44.6056251,825.883
Kepler-1797 b,Kepler-1797,1,1,Transit,2021,Kepler,,23.359441,0.1637,2.95,0,51.68,684,6244,1.01,1.07,292.4642406,45.9682799,1338.49
Kepler-1798 b,Kepler-1798,1,1,Transit,2021,Kepler,,16.85593054,0.1067,2.08,0,6.25,403,3972,0.575,0.58,291.7262251,37.528968,395.196
Kepler-1799 b,Kepler-1799,1,1,Transit,2021,Kepler,,11.92976844,0.1028,2.67,0,83.04,770,5831,0.92,1.02,288.3086994,51.4783348,2254.69
Kepler-1800 b,Kepler-1800,1,1,Transit,2021,Kepler,,4.56204856,0.0519,1.33,0,622.54,1274,5404,1.46,0.9,297.6513317,40.3524154,350.455
Kepler-1801 b,Kepler-1801,1,2,Transit,2021,Kepler,,10.44090032,0.0915,3.14,0,111.52,829,5738,0.98,0.94,295.1640095,39.2014024,839.332
Kepler-1802 b,Kepler-1802,1,2,Transit,2021,Kepler,,7.72515184,0.0653,1.24,0,22.81,557,4193,0.61,0.62,300.2420869,44.1412854,636.694
Kepler-1802 c,Kepler-1802,1,2,Transit,2021,Kepler,,33.13642549,0.1723,1.88,0,3.28,343,4193,0.61,0.62,300.2420869,44.1412854,636.694
Kepler-1804 b,Kepler-1804,1,1,Transit,2021,Kepler,,12.28850691,0.1017,3.14,0,164.61,913,5109,1.67,0.93,301.3428675,44.672175,434.456
Kepler-1805 b,Kepler-1805,1,1,Transit,2021,Kepler,,8.84786839,0.0652,1.08,0,8.57,436,3796,0.535,0.56,285.0865387,40.8990506,221.639
Kepler-1806 b,Kepler-1806,1,1,Transit,2021,Kepler,,9.03326435,0.0813,2.05,0,66.89,729,5311,0.79,0.88,287.5349528,49.8016283,978.066
Kepler-1807 b,Kepler-1807,1,1,Transit,2021,Kepler,,10.86061508,0.0988,2.14,0,356.24,1108,6455,1.5,1.09,291.5494119,44.5272788,1299.32
Kepler-1808 b,Kepler-1808,1,1,Transit,2021,Kepler,,23.34032832,0.1467,2.36,0,30.94,602,5530,0.89,0.77,287.2924737,39.3832039,1022.01
Kepler-1809 b,Kepler-1809,1,1,Transit,2021,Kepler,,3.7572947,0.0437,1.17,0,159.91,907,4969,0.74,0.79,290.2651662,40.5484937,409.602
Kepler-1810 b,Kepler-1810,1,1,Transit,2021,Kepler,,101.1326568,0.4235,3.79,0,4.92,380,5614,0.94,0.95,291.8129995,38.0880964,1009.87
Kepler-1811 b,Kepler-1811,1,1,Transit,2021,Kepler,,76.4217472,0.3581,2.87,0,8.98,442,5907.5,1.08,1.03,289.9793241,40.1427848,1390.56
Kepler-1812 b,Kepler-1812,1,1,Transit,2021,Kepler,,7.16521372,0.0765,2.49,0,270.34,1034,6174,1.1,1.16,298.0845087,40.2832525,1409.19
Kepler-1814 b,Kepler-1814,1,2,Transit,2021,Kepler,,2.93535933,0.0371,2.62,0,258.48,1023,4922,0.82,0.79,285.2166767,41.2824449,726.346
Kepler-1815 b,Kepler-1815,1,1,Transit,2021,Kepler,,12.19140181,0.0984,2.7745,0,80.01,763,5516,0.97,0.86,300.170472,43.9849048,1006.63
Kepler-1816 b,Kepler-1816,1,1,Transit,2021,Kepler,,91.5009237,0.3671,1.85,0,2.34,315,5085.5,0.72,0.8,296.8509823,50.6987736,437.823
Kepler-1817 b,Kepler-1817,1,1,Transit,2021,Kepler,,44.2993483,0.2277,2.28,0,8.34,433,5391.5,0.76,0.88,282.0333419,44.4779955,748.569
Kepler-1818 b,Kepler-1818,1,1,Transit,2021,Kepler,,4.64493642,0.055,1.48,0,504.23,1209,6047,1.13,1.02,284.3284866,40.5688741,1034.59
Kepler-1819 b,Kepler-1819,1,1,Transit,2021,Kepler,,16.48688002,0.1334,52.98,0,76.6,754,6065,1.065,1.16,296.5600307,46.8574644,1363.19
Kepler-1820 b,Kepler-1820,1,1,Transit,2021,Kepler,,31.03264905,0.1964,2.7,0,23.41,561,5841,0.93,1.05,296.71274,48.2722828,1425.39
Kepler-1821 b,Kepler-1821,1,1,Transit,2021,Kepler,,16.4581898,0.1255,1.98,0,49.97,678,5665.015,0.88,0.97,294.5254573,49.872484,799.699
Kepler-1822 b,Kepler-1822,1,1,Transit,2021,Kepler,,22.13345106,0.1406,2.08,0,15.61,507,5180,0.7,0.78,297.2855,41.3055733,897.597
Kepler-1823 b,Kepler-1823,1,1,Transit,2021,Kepler,,21.1032802,0.1556,1.72,0,98.63,804,6340.5,1.22,1.12,283.754777,45.335125,724.971
Kepler-1824 b,Kepler-1824,1,1,Transit,2021,Kepler,,95.61042253,0.4201,2.4255,0,9.63,449,6289,1.08,1.135,296.7071957,41.2036197,1040.1
Kepler-1825 b,Kepler-1825,1,1,Transit,2021,Kepler,,1.02585798,0.0181,1.35,0,1098.5,1468,5035,0.79,0.75,292.5140647,42.6517554,430.254
Kepler-1826 b,Kepler-1826,1,1,Transit,2021,Kepler,,1.61535973,0.0215,1.26,0,101.71,810,3821,0.5,0.51,292.7700072,48.8998469,336.952
Kepler-1827 b,Kepler-1827,1,1,Transit,2021,Kepler,,3.70062174,0.0442,1.48,0,1077.22,1461,5387,1.67,0.88,292.2525301,40.7927895,686.461
Kepler-1828 b,Kepler-1828,1,1,Transit,2021,Kepler,,10.2737999,0.0909,1.74,0,84.84,774,5718,0.86,0.95,292.4275963,37.3207616,871.81
Kepler-1829 b,Kepler-1829,1,1,Transit,2021,Kepler,,5.18674073,0.0559,2.22,0,130.81,862,5230,0.78,0.87,288.664484,51.4983798,679.921
Kepler-1830 b,Kepler-1830,1,1,Transit,2021,Kepler,,56.4932269,0.2964,2.16,0,18.62,530,6342.91,1.43,1.2,295.1390408,40.9790527,1056.88
Kepler-1831 b,Kepler-1831,1,1,Transit,2021,Kepler,,5.78388573,0.0655,2.195,0,288.69,1051,6063,1.01,1.12,295.3024604,49.5890456,1053.49
Kepler-1832 b,Kepler-1832,1,1,Transit,2021,Kepler,,3.138781,0.037,0.98,0,257.32,1021,5242,0.72,0.68,299.8517779,43.7320611,486.174
Kepler-1833 b,Kepler-1833,1,1,Transit,2021,Kepler,,6.89208596,0.0742,1.32,0,407.94,1146,6100.88,1.37,1.15,290.8714239,45.4102813,591.602
Kepler-1834 b,Kepler-1834,1,2,Transit,2021,Kepler,,4.60300256,0.0485,1.29,0,107.25,821,4894,0.7,0.72,294.6646789,39.7838461,500.395
Kepler-1835 b,Kepler-1835,1,1,Transit,2021,Kepler,,11.96712,0.0997,2.73,0,100.96,808,5903,0.96,0.92,280.3148152,43.9856885,1404.38
Kepler-1836 b,Kepler-1836,1,1,Transit,2021,Kepler,,5.25419589,0.0602,2.15,0,338.15,1094,6123,0.99,1.05,292.3150933,40.8387799,1472.62
Kepler-1837 b,Kepler-1837,1,1,Transit,2021,Kepler,,5.90608978,0.065,1.49,0,247.83,1012,5966,0.96,1.05,288.2076012,45.6834463,1229.18
Kepler-1838 b,Kepler-1838,1,1,Transit,2021,Kepler,,12.14687665,0.1063,1.285,0,162.84,911,6006,1.565,1.1,298.9917165,40.14226,451.242
Kepler-1839 b,Kepler-1839,1,1,Transit,2021,Kepler,,5.05661845,0.0583,1.19,0,286.32,1049,5926,0.94,1.03,294.2244432,50.0755761,1136.6
Kepler-1840 b,Kepler-1840,1,1,Transit,2021,Kepler,,131.187816,0.4471,2.55,0,0.9,249,4696,0.725,0.725,298.5948803,41.4359643,513.107
Kepler-1841 b,Kepler-1841,1,1,Transit,2021,Kepler,,25.886129,0.1604,1.58,0,26.24,577,5405,0.905,0.82,287.7069031,40.6852161,631.7
Kepler-1842 b,Kepler-1842,1,1,Transit,2021,Kepler,,14.02635208,0.116,2.34,0,108.07,822,5970,1.13,1.06,286.2516039,42.3784353,923.551
Kepler-1843 b,Kepler-1843,1,1,Transit,2021,Kepler,,25.54341436,0.166,1.955,0,83.04,770,5456,1.74,0.95,292.8852302,41.279169,784.625
Kepler-1844 b,Kepler-1844,1,1,Transit,2021,Kepler,,3.9245216,0.0478,1.92,0,318.14,1077,5776,0.85,0.94,292.6903973,37.9345682,1804.36
Kepler-1845 b,Kepler-1845,1,1,Transit,2021,Kepler,,11.60656196,0.0921,2.21,0,31.92,606,4937,0.71,0.79,292.9016226,38.297032,710.724
Kepler-1846 b,Kepler-1846,1,1,Transit,2021,Kepler,,14.8200596,0.1087,0.99,0,22.67,556,4832,0.74,0.79,294.3909489,44.7629523,374.615
Kepler-1847 b,Kepler-1847,1,1,Transit,2021,Kepler,,11.12968583,0.0989,2.13,0,119.44,843,6122,0.96,1.04,296.6014013,44.3252289,1693.86
Kepler-1848 b,Kepler-1848,1,1,Transit,2021,Kepler,,5.60401852,0.0608,1.9195,0,402.08,1142,4847,0.81,0.77,299.3814921,45.5920846,309.696
Kepler-1849 b,Kepler-1849,1,1,Transit,2021,Kepler,,57.29319295,0.2597,2.13,0,3.76,355,4806,0.73,0.71,285.29193,41.2557275,631.884
Kepler-1850 b,Kepler-1850,1,1,Transit,2021,Kepler,,1.38578774,0.0205,0.545,0,225.95,989,4239,0.59,0.61,287.1428295,43.6161177,250.199
Kepler-1851 b,Kepler-1851,1,1,Transit,2021,Kepler,,12.02296693,0.1016,11.945,0,85.78,776,5982,0.88,0.97,285.6737597,45.6398375,1589.81
Kepler-1852 b,Kepler-1852,1,1,Transit,2021,Kepler,,7.97098825,0.0762,1.88,0,79.1,761,5237,0.83,0.93,288.0297157,40.3441934,772.481
Kepler-1853 b,Kepler-1853,1,1,Transit,2021,Kepler,,48.88823283,0.2332,1.4495,0,5.21,385,4875.5,0.75,0.745,284.7478834,46.3735415,562.348
Kepler-1854 b,Kepler-1854,1,1,Transit,2021,Kepler,,39.8312536,0.2037,1.37,0,6.14,401,5106,0.68,0.755,286.28593,37.3869915,423.348
Kepler-1856 b,Kepler-1856,1,1,Transit,2021,Kepler,,1.30201573,0.0202,1.29,0,629.74,1278,5014,0.74,0.76,295.9091695,51.3478777,848.76
Kepler-1857 b,Kepler-1857,1,1,Transit,2021,Kepler,,8.94340992,0.0807,1.5,0,188.93,946,6074,1,0.87,296.4557129,39.598537,853.275
Kepler-1858 b,Kepler-1858,1,1,Transit,2021,Kepler,,88.0712696,0.3643,2.27,0,2.63,325,5064.45,0.76,0.84,292.3074315,46.626579,833.055
Kepler-1859 b,Kepler-1859,1,2,Transit,2021,Kepler,,2.72960336,0.0386,1.29,0,1005.86,1436,6180,1.09,1.05,293.9886751,46.7179996,1331.25
Kepler-1860 b,Kepler-1860,1,1,Transit,2021,Kepler,,12.7372371,0.1057,0.89,0,61.79,715,5603,0.87,0.96,294.3508497,50.0809627,438.703
Kepler-1861 b,Kepler-1861,1,1,Transit,2021,Kepler,,40.030989,0.2406,2.2185,0,33.85,615,5856,1.365,1.16,295.8465148,49.9361586,829.985
Kepler-1862 b,Kepler-1862,1,1,Transit,2021,Kepler,,16.0573291,0.1201,33.105,0,42.24,650,5650.5,0.81,0.9,296.7533555,49.3780726,1232.19
Kepler-1863 b,Kepler-1863,1,1,Transit,2021,Kepler,,44.9977541,0.2438,1.535,0,28.67,590,5991.5,1.17,1.05,282.2397185,43.2440854,865.546
Kepler-1864 b,Kepler-1864,1,1,Transit,2021,Kepler,,3.88151002,0.0511,0.897,0,1229.66,1510,5900,1.04,1.03,289.6867653,41.5889178,298.894
Kepler-1865 b,Kepler-1865,1,1,Transit,2021,Kepler,,2.52401812,0.0344,1.56,0,495.14,1203,5420,0.87,0.85,293.941238,41.5904136,922.255
Kepler-1866 b,Kepler-1866,1,1,Transit,2021,Kepler,,11.6601366,0.1047,1.68,0,117.68,840,6021,1.02,1.04,286.2246453,44.6544869,976.737
Kepler-1867 b,Kepler-1867,1,1,Transit,2021,Kepler,,9.88736112,0.0869,0.675,0,82.98,770,5684,0.82,0.91,294.9971007,43.4358698,680.583
Kepler-1868 b,Kepler-1868,1,1,Transit,2021,Kepler,,211.0338741,0.6108,3.645,0,0.48,212,4628,0.675,0.7,293.2983733,43.5558025,274.18
Kepler-1869 b,Kepler-1869,1,2,Transit,2021,Kepler,,8.16734902,0.0854,2.07,0,601.1,1263,5808,1.44,1.075,292.6149958,42.7643438,113.025
Kepler-1870 b,Kepler-1870,1,1,Transit,2021,Kepler,,3.60694153,0.0428,2.035,0,455.32,1178,5547.5,0.935,0.895,293.9335076,40.590704,407.216
Kepler-1871 b,Kepler-1871,1,1,Transit,2021,Kepler,,1.95271006,0.0308,2.135,0,917.15,1403,5741,0.95,1.02,292.4275044,38.4728824,854.623
Kepler-1872 b,Kepler-1872,1,1,Transit,2021,Kepler,,3.82590987,0.0465,2.64,0,241.25,1005,5223,0.89,0.91,281.0491988,43.3225996,840.182
Kepler-1873 b,Kepler-1873,1,1,Transit,2021,Kepler,,0.55884131,0.0128,1.39,0,2454.55,1795,5151,0.8,0.9,294.596557,46.0483705,820.957
Kepler-1874 b,Kepler-1874,1,1,Transit,2021,Kepler,,56.5735997,0.2523,2.19,0,2.38,317,4551,0.64,0.67,286.3718158,43.692081,408.007
Kepler-1875 b,Kepler-1875,1,1,Transit,2021,Kepler,,34.4584863,0.2039,2.01,0,22.3,554,6150,0.86,0.95,296.7727406,50.1883667,1660.45
Kepler-1876 b,Kepler-1876,1,1,Transit,2021,Kepler,,6.99205021,0.0773,1.25,0,973.05,1409.5,6099.5,1.825,1.21,299.1604859,41.1437964,259.935
Kepler-1877 b,Kepler-1877,1,1,Transit,2021,Kepler,,2.37752807,0.0337,0.48,0,536.32,1227,5632,0.83,0.93,294.866924,46.7904816,285.312
Kepler-1878 b,Kepler-1878,1,1,Transit,2021,Kepler,,4.44588291,0.0521,1.96,0,301.2,1062,5918,0.86,0.96,300.7324154,44.1070231,1494.3
Kepler-1879 b,Kepler-1879,1,1,Transit,2021,Kepler,,10.61345333,0.095,1.545,0,139.2,876,5899.5,1.335,1.02,289.3644209,41.5332589,627.171
Kepler-1880 b,Kepler-1880,1,1,Transit,2021,Kepler,,6.309229,0.054,1.43,0,31.73,605,4380,0.53,0.52,287.8264561,40.6965988,611.041
Kepler-1881 b,Kepler-1881,1,1,Transit,2021,Kepler,,159.388788,0.557,2.64,0,1.64,289,5365,0.81,0.87,293.6393065,44.9825447,1057.21
Kepler-1882 b,Kepler-1882,1,1,Transit,2021,Kepler,,13.7872576,0.1241,1.74,0,268.59,1032,5730.5,1.605,1.07,290.6640856,43.4997866,443.371
Kepler-1883 b,Kepler-1883,1,1,Transit,2021,Kepler,,103.427188,0.4436,3.23,0,6.96,414,6194,1.02,1.09,291.922557,42.002522,1377.61
Kepler-1884 b,Kepler-1884,1,1,Transit,2021,Kepler,,8.98825111,0.0845,1.28,0,131.92,864,5984,0.91,0.99,296.7463986,43.0454207,1443.09
Kepler-1885 b,Kepler-1885,1,1,Transit,2021,Kepler,,2.52258863,0.036,23.18,0,499.07,1205,5591,0.86,0.98,288.7507112,47.4909206,818.482
Kepler-1886 b,Kepler-1886,1,1,Transit,2021,Kepler,,24.2762373,0.1595,2.26,0,26.41,578,5735,0.835,0.93,296.2645118,39.4059745,1059.51
